,line,__fileposition__
116,"1,1927,5.0,964981497",2483
117,"1,1954,5.0,964982176",2505
118,"1,1967,4.0,964981710",2527
119,"1,2000,4.0,964982211",2549
120,"1,2005,5.0,964981710",2571
121,"1,2012,4.0,964984176",2593
122,"1,2018,5.0,964980523",2615
123,"1,2028,4.0,964981888",2637
124,"1,2033,5.0,964982903",2659
125,"1,2046,4.0,964982563",2681
126,"1,2048,5.0,964982791",2703
127,"1,2054,4.0,964981747",2725
128,"1,2058,5.0,964982400",2747
129,"1,2078,5.0,964982838",2769
130,"1,2090,5.0,964982838",2791
131,"1,2093,3.0,964981710",2813
132,"1,2094,5.0,964982653",2835
133,"1,2096,4.0,964982838",2857
134,"1,2099,4.0,964982588",2879
135,"1,2105,4.0,964981725",2901
136,"1,2115,5.0,964982529",2923
137,"1,2116,5.0,964982876",2945
138,"1,2137,5.0,964982791",2967
139,"1,2139,5.0,964982791",2989
140,"1,2141,5.0,964982838",3011
141,"1,2143,4.0,964981725",3033
142,"1,2161,5.0,964981710",3055
143,"1,2174,4.0,964981680",3077
144,"1,2193,4.0,964981710",3099
145,"1,2253,2.0,964981775",3121
146,"1,2268,4.0,964982989",3143
147,"1,2273,4.0,964982310",3165
148,"1,2291,5.0,964983664",3187
149,"1,2329,5.0,964983263",3209
150,"1,2338,2.0,964983546",3231
151,"1,2353,5.0,964983861",3253
152,"1,2366,4.0,964982462",3275
153,"1,2387,5.0,964983123",3297
154,"1,2389,2.0,964983094",3319
155,"1,2395,5.0,964981093",3341
156,"1,2406,4.0,964982310",3363
157,"1,2414,3.0,964982513",3385
158,"1,2427,5.0,964982242",3407
159,"1,2450,4.0,964982620",3429
160,"1,2459,5.0,964983414",3451
161,"1,2470,5.0,964982588",3473
162,"1,2478,4.0,964984169",3495
163,"1,2492,4.0,965719662",3517
164,"1,2502,5.0,964981278",3539
165,"1,2528,3.0,964982328",3561
166,"1,2529,5.0,964982242",3583
167,"1,2542,5.0,964981265",3605
168,"1,2571,5.0,964981888",3627
169,"1,2580,5.0,964983000",3649
170,"1,2596,5.0,964981144",3671
171,"1,2616,4.0,964983080",3693
172,"1,2617,2.0,964982588",3715
173,"1,2628,4.0,964980523",3737
174,"1,2640,4.0,964982377",3759
175,"1,2641,5.0,964982620",3781
176,"1,2644,4.0,964983393",3803
177,"1,2648,4.0,964983414",3825
178,"1,2654,5.0,964983393",3847
179,"1,2657,3.0,964983426",3869
180,"1,2692,5.0,964981855",3891
181,"1,2700,5.0,964980985",3913
182,"1,2716,5.0,964983414",3935
183,"1,2761,5.0,964982703",3957
184,"1,2797,4.0,964981710",3979
185,"1,2826,4.0,964980523",4001
186,"1,2858,5.0,964980868",4023
187,"1,2872,5.0,964981680",4045
188,"1,2899,5.0,964982703",4067
189,"1,2916,4.0,964982290",4089
190,"1,2944,5.0,964981872",4111
191,"1,2947,5.0,964982176",4133
192,"1,2948,5.0,964982191",4155
193,"1,2949,5.0,964981888",4177
194,"1,2959,5.0,964983282",4199
195,"1,2985,4.0,964983034",4221
196,"1,2987,5.0,964982495",4243
197,"1,2991,5.0,964982271",4265
198,"1,2993,5.0,964982242",4287
199,"1,2997,4.0,964980896",4309
200,"1,3033,5.0,964983762",4331
201,"1,3034,5.0,964982791",4353
202,"1,3052,5.0,964981208",4375
203,"1,3053,5.0,964984086",4397
204,"1,3062,4.0,964981872",4419
205,"1,3147,5.0,964983873",4441
206,"1,3168,4.0,964982495",4463
207,"1,3176,1.0,964983504",4485
208,"1,3243,3.0,964981093",4507
209,"1,3247,3.0,964983108",4529
210,"1,3253,5.0,964981107",4551
211,"1,3273,5.0,964983536",4573
212,"1,3386,5.0,964983484",4595
213,"1,3439,4.0,964981799",4617
214,"1,3440,4.0,964981799",4639
215,"1,3441,5.0,964982328",4661
216,"1,3448,5.0,964984054",4683
217,"1,3450,5.0,964981144",4705
218,"1,3479,4.0,964981725",4727
219,"1,3489,4.0,964981775",4749
220,"1,3527,4.0,964982271",4771
221,"1,3578,5.0,964980668",4793
222,"1,3617,4.0,964980683",4815
223,"1,3639,4.0,964982271",4837
224,"1,3671,5.0,964981589",4859
225,"1,3702,5.0,964983737",4881
226,"1,3703,5.0,964981909",4903
227,"1,3729,5.0,964982363",4925
228,"1,3740,4.0,964982417",4947
229,"1,3744,4.0,964980694",4969
230,"1,3793,5.0,964981855",4991
231,"1,3809,4.0,964981220",5013
232,"1,4006,4.0,964982903",5035
233,"1,5060,5.0,964984002",5057
234,"2,318,3.0,1445714835",5079
235,"2,333,4.0,1445715029",5101
236,"2,1704,4.5,1445715228",5123
237,"2,3578,4.0,1445714885",5146
238,"2,6874,4.0,1445714952",5169
239,"2,8798,3.5,1445714960",5192
240,"2,46970,4.0,1445715013",5215
241,"2,48516,4.0,1445715064",5239
242,"2,58559,4.5,1445715141",5263
243,"2,60756,5.0,1445714980",5287
244,"2,68157,4.5,1445715154",5311
245,"2,71535,3.0,1445714974",5335
246,"2,74458,4.0,1445714926",5359
247,"2,77455,3.0,1445714941",5383
248,"2,79132,4.0,1445714841",5407
249,"2,80489,4.5,1445715340",5431
250,"2,80906,5.0,1445715172",5455
251,"2,86345,4.0,1445715166",5479
252,"2,89774,5.0,1445715189",5503
253,"2,91529,3.5,1445714891",5527
254,"2,91658,2.5,1445714938",5551
255,"2,99114,3.5,1445714874",5575
256,"2,106782,5.0,1445714966",5599
257,"2,109487,3.0,1445715145",5624
258,"2,112552,4.0,1445714882",5649
259,"2,114060,2.0,1445715276",5674
260,"2,115713,3.5,1445714854",5699
261,"2,122882,5.0,1445715272",5724
262,"2,131724,5.0,1445714851",5749
263,"3,31,0.5,1306463578",5774
264,"3,527,0.5,1306464275",5795
265,"3,647,0.5,1306463619",5817
266,"3,688,0.5,1306464228",5839
267,"3,720,0.5,1306463595",5861
268,"3,849,5.0,1306463611",5883
269,"3,914,0.5,1306463567",5905
270,"3,1093,0.5,1306463627",5927
271,"3,1124,0.5,1306464216",5950
272,"3,1263,0.5,1306463569",5973
273,"3,1272,0.5,1306463624",5996
274,"3,1275,3.5,1306463323",6019
275,"3,1302,0.5,1306464189",6042
276,"3,1371,3.0,1306463561",6065
277,"3,1587,4.5,1306464003",6088
278,"3,2018,0.5,1306464175",6111
279,"3,2080,0.5,1306463572",6134
280,"3,2090,0.5,1306464261",6157
281,"3,2105,2.0,1306463559",6180
282,"3,2288,4.0,1306463631",6203
283,"3,2424,0.5,1306464293",6226
284,"3,2851,5.0,1306463925",6249
285,"3,3024,4.5,1306464054",6272
286,"3,3210,0.5,1306463638",6295
287,"3,3703,5.0,1306463603",6318
288,"3,3949,0.5,1306464245",6341
289,"3,4518,5.0,1306463770",6364
290,"3,5048,0.5,1306464284",6387
291,"3,5181,5.0,1306463718",6410
292,"3,5746,5.0,1306463708",6433
293,"3,5764,4.5,1306464021",6456
294,"3,5919,5.0,1306463825",6479
295,"3,6238,0.5,1306464204",6502
296,"3,6835,5.0,1306463670",6525
297,"3,7899,4.5,1306464036",6548
298,"3,7991,5.0,1306463684",6571
299,"3,26409,4.5,1306463993",6594
300,"3,70946,5.0,1306463815",6618
301,"3,72378,0.5,1306464164",6642
302,"4,21,3.0,986935199",6666
303,"4,32,2.0,945173447",6686
304,"4,45,3.0,986935047",6706
305,"4,47,2.0,945173425",6726
306,"4,52,3.0,964622786",6746
307,"4,58,3.0,964538444",6766
308,"4,106,4.0,986848784",6786
309,"4,125,5.0,964622758",6807
310,"4,126,1.0,986848920",6828
311,"4,162,5.0,945078571",6849
312,"4,171,3.0,945078428",6870
313,"4,176,5.0,964622565",6891
314,"4,190,2.0,945079259",6912
315,"4,215,5.0,945079078",6933
316,"4,222,1.0,945629040",6954
317,"4,232,5.0,964622684",6975
318,"4,235,2.0,945173513",6996
319,"4,247,3.0,986848894",7017
320,"4,260,5.0,945079259",7038
321,"4,265,5.0,964538468",7059
322,"4,296,1.0,945173350",7080
323,"4,319,5.0,945079182",7101
324,"4,342,5.0,964538500",7122
325,"4,345,4.0,945629063",7143
326,"4,348,4.0,964622786",7164
327,"4,351,3.0,986934901",7185
328,"4,357,3.0,964623306",7206
329,"4,368,4.0,945078690",7227
330,"4,417,2.0,945078467",7248
331,"4,441,1.0,986934915",7269
332,"4,450,2.0,986848828",7290
333,"4,457,5.0,945079259",7311
334,"4,475,5.0,945174290",7332
335,"4,492,5.0,945079872",7353
336,"4,509,1.0,945079106",7374
337,"4,538,5.0,945078636",7395
338,"4,539,1.0,964538832",7416
339,"4,553,2.0,945079301",7437
340,"4,588,4.0,945079670",7458
341,"4,593,5.0,964539986",7479
342,"4,595,3.0,986848609",7500
343,"4,599,2.0,945078587",7521
344,"4,608,5.0,964540008",7542
345,"4,648,3.0,945079906",7563
346,"4,708,4.0,986935230",7584
347,"4,759,3.0,945078601",7605
348,"4,800,4.0,945079106",7626
349,"4,892,4.0,964622714",7647
350,"4,898,5.0,964623347",7668
351,"4,899,4.0,945079653",7689
352,"4,902,4.0,945078446",7710
353,"4,904,4.0,945079837",7731
354,"4,908,5.0,945173902",7752
355,"4,910,5.0,945173989",7773
356,"4,912,5.0,945173902",7794
357,"4,914,5.0,945079670",7815
358,"4,919,5.0,945079521",7836
359,"4,920,5.0,945173602",7857
360,"4,930,5.0,964538571",7878
361,"4,937,3.0,986849085",7899
362,"4,1025,4.0,945079232",7920
363,"4,1046,5.0,945173654",7942
364,"4,1057,3.0,964540578",7964
365,"4,1060,2.0,986934819",7986
366,"4,1073,4.0,945079483",8008
367,"4,1077,5.0,945173692",8030
368,"4,1079,2.0,945078946",8052
369,"4,1080,5.0,986934696",8074
370,"4,1084,5.0,945079259",8096
371,"4,1086,5.0,964539723",8118
372,"4,1094,3.0,964538500",8140
373,"4,1103,5.0,964539723",8162
374,"4,1136,5.0,986934625",8184
375,"4,1179,4.0,964539180",8206
376,"4,1183,1.0,964778513",8228
377,"4,1188,5.0,964538500",8250
378,"4,1196,5.0,964538763",8272
379,"4,1197,5.0,964538763",8294
380,"4,1198,3.0,964538728",8316
381,"4,1199,2.0,945078967",8338
382,"4,1203,5.0,945174025",8360
383,"4,1211,1.0,964539205",8382
384,"4,1213,4.0,945079729",8404
385,"4,1219,4.0,964539961",8426
386,"4,1225,4.0,964539326",8448
387,"4,1250,5.0,945174008",8470
388,"4,1259,4.0,964538728",8492
389,"4,1265,4.0,964622684",8514
390,"4,1266,4.0,986849037",8536
391,"4,1279,2.0,986934832",8558
392,"4,1282,5.0,945079653",8580
393,"4,1283,5.0,945078690",8602
394,"4,1288,4.0,945079653",8624
395,"4,1291,4.0,964538763",8646
396,"4,1304,3.0,945078467",8668
397,"4,1391,1.0,945173766",8690
398,"4,1449,5.0,945079767",8712
399,"4,1466,4.0,945173492",8734
400,"4,1500,4.0,964622830",8756
401,"4,1517,4.0,945079790",8778
402,"4,1580,3.0,986935244",8800
403,"4,1597,1.0,945079906",8822
404,"4,1617,2.0,945079837",8844
405,"4,1641,4.0,964622758",8866
406,"4,1704,1.0,945629015",8888
407,"4,1719,4.0,945079956",8910
408,"4,1732,4.0,945079889",8932
409,"4,1733,5.0,945079143",8954
410,"4,1734,3.0,964539357",8976
411,"4,1834,5.0,945174134",8998
412,"4,1860,2.0,986849001",9020
413,"4,1883,4.0,964622642",9042
414,"4,1885,3.0,964622617",9064
415,"4,1892,2.0,964539431",9086
416,"4,1895,4.0,945629179",9108
417,"4,1907,3.0,964540505",9130
418,"4,1914,4.0,964622714",9152
419,"4,1916,1.0,986934786",9174
420,"4,1923,3.0,986934870",9196
421,"4,1947,5.0,945079653",9218
422,"4,1966,2.0,964622684",9240
423,"4,1967,5.0,945078967",9262
424,"4,1968,4.0,986934786",9284
425,"4,2019,2.0,945078690",9306
426,"4,2076,4.0,945079052",9328
427,"4,2078,5.0,945079521",9350
428,"4,2109,4.0,986935016",9372
429,"4,2145,3.0,986935328",9394
430,"4,2150,5.0,986934738",9416
431,"4,2174,5.0,964539855",9438
432,"4,2186,5.0,945174008",9460
433,"4,2203,4.0,945079729",9482
434,"4,2204,5.0,964540008",9504
435,"4,2282,1.0,945629238",9526
436,"4,2324,1.0,964622590",9548
437,"4,2336,2.0,964538964",9570
438,"4,2351,4.0,945078467",9592
439,"4,2359,4.0,964622590",9614
440,"4,2390,5.0,945079164",9636
441,"4,2395,3.0,964623306",9658
442,"4,2406,4.0,986935302",9680
443,"4,2467,4.0,945079858",9702
444,"4,2571,1.0,945173385",9724
445,"4,2583,5.0,945078863",9746
446,"4,2599,5.0,964622684",9768
447,"4,2628,1.0,986848894",9790
448,"4,2683,4.0,945079790",9812
449,"4,2692,5.0,945079013",9834
450,"4,2712,2.0,945078542",9856
451,"4,2762,4.0,964539986",9878
452,"4,2763,1.0,964778621",9900
453,"4,2770,2.0,945173553",9922
454,"4,2791,5.0,964539628",9944
455,"4,2843,5.0,945078814",9966
456,"4,2858,5.0,964539140",9988
457,"4,2874,4.0,986935016",10010
458,"4,2921,4.0,945078708",10032
459,"4,2926,5.0,986934870",10054
460,"4,2959,2.0,945078528",10076
461,"4,2973,2.0,945078946",10098
462,"4,2997,4.0,986848610",10120
463,"4,3033,4.0,986936200",10142
464,"4,3044,5.0,945079920",10164
465,"4,3060,4.0,986934884",10186
466,"4,3079,3.0,964778197",10208
467,"4,3083,5.0,964622487",10230
468,"4,3160,4.0,964539121",10252
469,"4,3175,1.0,964538930",10274
470,"4,3176,4.0,964539771",10296
471,"4,3204,4.0,964539828",10318
472,"4,3255,4.0,964623306",10340
473,"4,3317,4.0,986934498",10362
474,"4,3358,3.0,964622758",10384
475,"4,3365,5.0,964538329",10406
476,"4,3386,4.0,964539395",10428
477,"4,3408,4.0,986849238",10450
478,"4,3481,2.0,964538243",10472
479,"4,3489,1.0,986848908",10494
480,"4,3508,5.0,964538351",10516
481,"4,3538,2.0,986849212",10538
482,"4,3591,1.0,986935199",10560
483,"4,3788,3.0,964539085",10582
484,"4,3809,3.0,986936207",10604
485,"4,3851,5.0,986849180",10626
486,"4,3897,4.0,986934465",10648
487,"4,3911,3.0,986849149",10670
488,"4,3967,4.0,986849164",10692
489,"4,3996,4.0,986849130",10714
490,"4,4002,3.0,986934819",10736
491,"4,4014,1.0,986849254",10758
492,"4,4020,3.0,986848856",10780
493,"4,4021,4.0,986849180",10802
494,"4,4027,3.0,986849201",10824
495,"4,4029,3.0,986849226",10846
496,"4,4033,4.0,986849149",10868
497,"4,4034,5.0,986848753",10890
498,"4,4074,3.0,986848665",10912
499,"4,4121,4.0,986934901",10934
500,"4,4144,3.0,986848685",10956
501,"4,4166,3.0,986848700",10978
502,"4,4226,2.0,1007569424",11000
503,"4,4239,5.0,986848685",11023
504,"4,4246,4.0,1007574542",11045
505,"4,4252,3.0,1007569465",11068
506,"4,4260,2.0,1007569424",11091
507,"4,4273,4.0,1007574470",11114
508,"4,4308,1.0,1007569465",11137
509,"4,4347,4.0,1007569586",11160
510,"4,4381,3.0,1007574509",11183
511,"4,4641,1.0,1007569586",11206
512,"4,4741,3.0,1007574532",11229
513,"4,4765,5.0,1007569445",11252
514,"4,4881,3.0,1007569445",11275
515,"4,4896,4.0,1007574532",11298
516,"4,4902,4.0,1007569465",11321
517,"4,4967,5.0,1007569424",11344
518,"5,1,4.0,847434962",11367
519,"5,21,4.0,847435238",11386
520,"5,34,4.0,847434881",11406
521,"5,36,4.0,847435292",11426
522,"5,39,3.0,847434961",11446
523,"5,50,4.0,847434881",11466
524,"5,58,5.0,847435238",11486
525,"5,110,4.0,847434880",11506
526,"5,150,3.0,847434748",11527
527,"5,153,3.0,847434802",11548
528,"5,232,4.0,847435292",11569
529,"5,247,5.0,847435337",11590
530,"5,253,3.0,847435292",11611
531,"5,261,4.0,847435238",11632
532,"5,265,3.0,847435129",11653
533,"5,266,1.0,847435311",11674
534,"5,290,5.0,847435311",11695
535,"5,296,5.0,847434748",11716
536,"5,300,3.0,847435337",11737
537,"5,316,2.0,847434832",11758
538,"5,318,3.0,847434880",11779
539,"5,344,3.0,847434802",11800
540,"5,349,3.0,847434832",11821
541,"5,357,2.0,847435238",11842
542,"5,364,3.0,847434882",11863
543,"5,367,4.0,847435129",11884
544,"5,380,2.0,847434748",11905
545,"5,410,3.0,847435292",11926
546,"5,457,4.0,847434801",11947
547,"5,474,4.0,847435337",11968
548,"5,475,5.0,847435311",11989
549,"5,515,3.0,847435129",12010
550,"5,527,5.0,847434960",12031
551,"5,531,4.0,847435258",12052
552,"5,534,3.0,847435311",12073
553,"5,588,4.0,847434801",12094
554,"5,589,3.0,847435258",12115
555,"5,590,5.0,847434747",12136
556,"5,592,3.0,847434747",12157
557,"5,594,5.0,847435238",12178
558,"5,595,5.0,847434832",12199
559,"5,596,5.0,847435292",12220
560,"5,597,3.0,847434962",12241
561,"5,608,3.0,847435258",12262
562,"6,2,4.0,845553522",12283
563,"6,3,5.0,845554296",12302
564,"6,4,3.0,845554349",12321
565,"6,5,5.0,845553938",12340
566,"6,6,4.0,845553757",12359
567,"6,7,4.0,845554264",12378
568,"6,8,3.0,845555281",12397
569,"6,10,3.0,845553253",12416
570,"6,11,4.0,845553489",12436
571,"6,13,3.0,845555588",12456
572,"6,15,4.0,845554505",12476
573,"6,16,4.0,845553819",12496
574,"6,17,4.0,845553559",12516
575,"6,19,2.0,845553382",12536
576,"6,21,2.0,845553382",12556
577,"6,22,5.0,845553875",12576
578,"6,24,4.0,845554397",12596
579,"6,25,3.0,845553695",12616
580,"6,26,4.0,845555362",12636
581,"6,27,3.0,845555402",12656
582,"6,31,3.0,845553819",12676
583,"6,32,4.0,845553426",12696
584,"6,34,4.0,845553354",12716
585,"6,36,5.0,845553726",12736
586,"6,41,4.0,845554962",12756
587,"6,43,4.0,845555607",12776
588,"6,45,3.0,845553907",12796
589,"6,46,4.0,845554551",12816
590,"6,47,4.0,845553317",12836
591,"6,50,1.0,845553381",12856
592,"6,54,4.0,845555402",12876
593,"6,60,4.0,845554263",12896
594,"6,61,4.0,845555454",12916
595,"6,62,4.0,845553660",12936
596,"6,65,3.0,845555070",12956
597,"6,66,3.0,845555151",12976
598,"6,76,4.0,845555317",12996
599,"6,79,3.0,845554907",13016
600,"6,86,5.0,845556131",13036
601,"6,87,3.0,845555300",13056
602,"6,88,2.0,845555694",13076
603,"6,89,4.0,845555124",13096
604,"6,92,4.0,845555454",13116
605,"6,93,4.0,845554584",13136
606,"6,95,4.0,845553559",13156
607,"6,100,3.0,845555151",13176
608,"6,102,1.0,845555436",13197
609,"6,104,4.0,845554349",13218
610,"6,105,3.0,845553757",13239
611,"6,110,5.0,845553283",13260
612,"6,112,4.0,845553994",13281
613,"6,113,3.0,845556257",13302
614,"6,126,3.0,845555342",13323
615,"6,135,3.0,845554987",13344
616,"6,140,3.0,845555024",13365
617,"6,141,4.0,845553586",13386
618,"6,145,4.0,845553966",13407
619,"6,146,4.0,845555607",13428
620,"6,150,4.0,845553110",13449
621,"6,151,4.0,845553586",13470
622,"6,153,3.0,845553146",13491
623,"6,158,4.0,845553660",13512
624,"6,159,3.0,845555006",13533
625,"6,160,5.0,845553457",13554
626,"6,161,3.0,845553253",13575
627,"6,163,3.0,845553907",13596
628,"6,165,3.0,845553146",13617
629,"6,168,5.0,845553695",13638
630,"6,170,3.0,845554263",13659
631,"6,171,3.0,845555402",13680
632,"6,174,3.0,845554479",13701
633,"6,177,3.0,845554931",13722
634,"6,179,1.0,845555362",13743
635,"6,180,2.0,845555006",13764
636,"6,181,3.0,845553938",13785
637,"6,185,3.0,845553283",13806
638,"6,186,3.0,845553619",13827
639,"6,189,3.0,845556241",13848
640,"6,191,2.0,845554931",13869
641,"6,195,4.0,845554455",13890
642,"6,196,3.0,845553586",13911
643,"6,201,3.0,845556290",13932
644,"6,204,3.0,845553619",13953
645,"6,205,3.0,845555477",13974
646,"6,207,4.0,845554024",13995
647,"6,208,3.0,845553253",14016
648,"6,209,3.0,845556106",14037
649,"6,210,4.0,845556310",14058
650,"6,212,4.0,845556181",14079
651,"6,216,4.0,845554099",14100
652,"6,217,3.0,845555382",14121
653,"6,218,2.0,845553994",14142
654,"6,219,3.0,845556131",14163
655,"6,222,4.0,845554024",14184
656,"6,224,3.0,845553794",14205
657,"6,225,4.0,845553381",14226
658,"6,230,5.0,845553966",14247
659,"6,231,3.0,845553174",14268
660,"6,234,2.0,845554176",14289
661,"6,236,4.0,845553559",14310
662,"6,237,4.0,845553875",14331
663,"6,239,3.0,845554987",14352
664,"6,240,3.0,845555571",14373
665,"6,243,3.0,845555588",14394
666,"6,248,5.0,845554263",14415
667,"6,250,4.0,845555588",14436
668,"6,251,3.0,845556257",14457
669,"6,252,4.0,845553619",14478
670,"6,253,3.0,845553283",14499
671,"6,254,3.0,845555655",14520
672,"6,256,3.0,845553726",14541
673,"6,257,5.0,845554176",14562
674,"6,258,3.0,845555172",14583
675,"6,261,4.0,845553695",14604
676,"6,262,5.0,845554551",14625
677,"6,265,3.0,845553726",14646
678,"6,266,3.0,845553457",14667
679,"6,267,3.0,845554376",14688
680,"6,270,3.0,845555172",14709
681,"6,271,4.0,845555249",14730
682,"6,273,3.0,845553875",14751
683,"6,274,4.0,845555151",14772
684,"6,276,4.0,845553907",14793
685,"6,277,5.0,845553844",14814
686,"6,279,3.0,845555436",14835
687,"6,281,4.0,845554320",14856
688,"6,282,3.0,845553522",14877
689,"6,288,2.0,845553283",14898
690,"6,289,3.0,845554455",14919
691,"6,291,3.0,845555571",14940
692,"6,292,4.0,845553253",14961
693,"6,293,3.0,845553660",14982
694,"6,296,2.0,845553110",15003
695,"6,302,3.0,845555436",15024
696,"6,303,3.0,845554099",15045
697,"6,304,4.0,845555546",15066
698,"6,310,3.0,845556119",15087
699,"6,312,1.0,845555151",15108
700,"6,313,3.0,845555546",15129
701,"6,314,5.0,845554603",15150
702,"6,315,4.0,845553522",15171
703,"6,316,5.0,845553174",15192
704,"6,317,4.0,845553457",15213
705,"6,318,5.0,845553200",15234
706,"6,327,1.0,845554062",15255
707,"6,329,4.0,845553200",15276
708,"6,330,3.0,845555071",15297
709,"6,332,3.0,845555046",15318
710,"6,333,5.0,845553757",15339
711,"6,336,3.0,845556223",15360
712,"6,337,5.0,845553586",15381
713,"6,339,4.0,845553253",15402
714,"6,340,4.0,845555265",15423
715,"6,342,3.0,845553938",15444
716,"6,343,3.0,845555172",15465
717,"6,344,3.0,845553146",15486
718,"6,347,3.0,845555300",15507
719,"6,348,3.0,845553938",15528
720,"6,349,5.0,845553146",15549
721,"6,350,5.0,845553489",15570
722,"6,351,4.0,845554455",15591
723,"6,352,3.0,845555382",15612
724,"6,353,4.0,845553726",15633
725,"6,354,4.0,845555402",15654
726,"6,355,4.0,845553819",15675
727,"6,356,5.0,845553200",15696
728,"6,357,3.0,845553457",15717
729,"6,358,3.0,845555265",15738
730,"6,359,3.0,845556412",15759
731,"6,360,3.0,845555094",15780
732,"6,361,4.0,845554376",15801
733,"6,362,3.0,845553994",15822
734,"6,364,5.0,845553317",15843
735,"6,366,3.0,845554962",15864
736,"6,367,4.0,845553317",15885
737,"6,368,5.0,845553726",15906
738,"6,370,4.0,845553794",15927
739,"6,371,3.0,845554141",15948
740,"6,374,3.0,845554296",15969
741,"6,377,5.0,845553317",15990
742,"6,378,3.0,845554987",16011
743,"6,380,4.0,845553110",16032
744,"6,381,3.0,845553994",16053
745,"6,382,3.0,845554397",16074
746,"6,383,3.0,845554320",16095
747,"6,405,3.0,845554603",16116
748,"6,410,3.0,845553354",16137
749,"6,412,3.0,845554505",16158
750,"6,415,4.0,845554420",16179
751,"6,416,3.0,845554962",16200
752,"6,419,3.0,845554224",16221
